Ville,Categorie,Difference de salaire (%)
Saint-Georges-de-Reneins,Employé,3.17
Saint-Georges-de-Reneins,Ouvrier,7.62
Saint-Germain-au-Mont-d'Or,Cadre,10.59
Saint-Germain-au-Mont-d'Or,Profession,1.02
Saint-Germain-au-Mont-d'Or,Employé,5.73
Saint-Germain-au-Mont-d'Or,Ouvrier,4.39
Saint-Germain-Nuelles,Cadre,9.55
Saint-Germain-Nuelles,Profession,3.07
Saint-Germain-Nuelles,Employé,1.87
Saint-Germain-Nuelles,Ouvrier,.0
Saint-Laurent-d'Agny,Cadre,9.06
Saint-Laurent-d'Agny,Profession,3.61
Saint-Laurent-d'Agny,Employé,.44
Saint-Laurent-d'Agny,Ouvrier,9.43
Saint-Martin-en-Haut,Cadre,17.49
Saint-Martin-en-Haut,Profession,10.1
Saint-Martin-en-Haut,Employé,3.29
Saint-Martin-en-Haut,Ouvrier,4.04
Chabanière,Cadre,8.74
Chabanière,Profession,5.88
Chabanière,Employé,4.89
Chabanière,Ouvrier,4.98
Saint-Pierre-la-Palud,Cadre,9.36
Saint-Pierre-la-Palud,Profession,6.15
Saint-Pierre-la-Palud,Employé,6.55
Saint-Pierre-la-Palud,Ouvrier,1.77
Saint-Symphorien-sur-Coise,Cadre,10.03
Saint-Symphorien-sur-Coise,Profession,13.17
Saint-Symphorien-sur-Coise,Employé,3.45
Saint-Symphorien-sur-Coise,Ouvrier,9.8
Taluyers,Cadre,9.66
Taluyers,Profession,5.16
Taluyers,Employé,2.28
Taluyers,Ouvrier,10.0
Tarare,Cadre,16.03
Tarare,Profession,1.53
Tarare,Employé,3.96
Tarare,Ouvrier,5.47
Tassin-la-Demi-Lune,Cadre,13.43
Tassin-la-Demi-Lune,Profession,6.84
Tassin-la-Demi-Lune,Employé,3.6
Tassin-la-Demi-Lune,Ouvrier,10.58
Thizy-les-Bourgs,Cadre,5.91
Thizy-les-Bourgs,Profession,9.02
Thizy-les-Bourgs,Employé,3.85
Thizy-les-Bourgs,Ouvrier,11.83
Thurins,Cadre,13.12
Thurins,Profession,7.22
Thurins,Employé,6.42
Thurins,Ouvrier,2.98
La Tour-de-Salvagny,Cadre,20.0
La Tour-de-Salvagny,Profession,8.48
La Tour-de-Salvagny,Employé,.0
La Tour-de-Salvagny,Ouvrier,3.9
Vaugneray,Cadre,14.85
Vaugneray,Profession,5.81
Vaugneray,Employé,5.94
Vaugneray,Ouvrier,3.08
Vaulx-en-Velin,Cadre,4.37
Vaulx-en-Velin,Profession,9.36
Vaulx-en-Velin,Employé,1.0
Vaulx-en-Velin,Ouvrier,9.09
Vénissieux,Cadre,6.1
Vénissieux,Profession,5.26
Vénissieux,Employé,.98
Vénissieux,Ouvrier,8.46
Vernaison,Cadre,11.67
Vernaison,Profession,4.76
Vernaison,Employé,5.31
Vernaison,Ouvrier,6.98
Villefranche-sur-Saône,Cadre,9.71
Villefranche-sur-Saône,Profession,5.11
Villefranche-sur-Saône,Employé,2.44
Villefranche-sur-Saône,Ouvrier,8.91
Villeurbanne,Cadre,5.97
Villeurbanne,Profession,3.97
Villeurbanne,Employé,1.89
Villeurbanne,Ouvrier,8.91
Villié-Morgon,Cadre,13.86
Villié-Morgon,Profession,1.07
Villié-Morgon,Employé,3.2
Villié-Morgon,Ouvrier,7.62
Vourles,Cadre,15.96
Vourles,Profession,8.36
Vourles,Employé,8.71
Vourles,Ouvrier,10.09
Chaponnay,Cadre,10.28
Chaponnay,Profession,6.89
Chaponnay,Employé,8.2
Chaponnay,Ouvrier,8.6
Chassieu,Cadre,12.31
Chassieu,Profession,18.13
Chassieu,Employé,3.39
Chassieu,Ouvrier,9.52
Communay,Cadre,10.89
Communay,Profession,7.69
Communay,Employé,7.63
Communay,Ouvrier,8.52
Corbas,Cadre,10.5
Corbas,Profession,7.84
Corbas,Employé,3.11
Corbas,Ouvrier,5.41
Décines-Charpieu,Cadre,8.39
Décines-Charpieu,Profession,5.67
Décines-Charpieu,Employé,3.26
Décines-Charpieu,Ouvrier,7.98
Feyzin,Cadre,7.35
Feyzin,Profession,8.97
Feyzin,Employé,1.89
Feyzin,Ouvrier,9.68
Genas,Cadre,9.12
Genas,Profession,9.42
Genas,Employé,6.45
Genas,Ouvrier,6.61
Genay,Cadre,13.79
Genay,Profession,10.19
Genay,Employé,6.19
Genay,Ouvrier,8.06
Jonage,Cadre,10.53
Jonage,Profession,12.58
Jonage,Employé,8.87
Jonage,Ouvrier,7.89
Meyzieu,Cadre,10.09
Meyzieu,Profession,4.47
Meyzieu,Employé,4.07
Meyzieu,Ouvrier,5.56
Mions,Cadre,10.36
Mions,Profession,5.96
Mions,Employé,6.9
Mions,Ouvrier,8.26
Montanay,Cadre,18.87
Montanay,Profession,7.65
Montanay,Employé,5.22
Montanay,Ouvrier,9.33
Pusignan,Cadre,10.57
Pusignan,Profession,7.38
Pusignan,Employé,9.24
Pusignan,Ouvrier,7.14
Rillieux-la-Pape,Cadre,12.24
Rillieux-la-Pape,Profession,4.17
Rillieux-la-Pape,Employé,1.44
Rillieux-la-Pape,Ouvrier,6.86
Saint-Bonnet-de-Mure,Cadre,12.94
Saint-Bonnet-de-Mure,Profession,3.49
Saint-Bonnet-de-Mure,Employé,4.96
Saint-Bonnet-de-Mure,Ouvrier,7.34
Saint-Laurent-de-Mure,Cadre,13.7
Saint-Laurent-de-Mure,Profession,6.23
Saint-Laurent-de-Mure,Employé,4.72
Saint-Laurent-de-Mure,Ouvrier,8.26
Saint-Pierre-de-Chandieu,Cadre,13.35
Saint-Pierre-de-Chandieu,Profession,9.03
Saint-Pierre-de-Chandieu,Employé,9.09
Saint-Pierre-de-Chandieu,Ouvrier,8.18
Saint-Priest,Cadre,7.51
Saint-Priest,Profession,5.34
Saint-Priest,Employé,2.8
Saint-Priest,Ouvrier,7.62
Saint-Symphorien-d'Ozon,Cadre,5.08
Saint-Symphorien-d'Ozon,Profession,6.8
Saint-Symphorien-d'Ozon,Employé,6.9
Saint-Symphorien-d'Ozon,Ouvrier,4.5
Sathonay-Camp,Cadre,9.13
Sathonay-Camp,Profession,5.88
Sathonay-Camp,Employé,2.26
Sathonay-Camp,Ouvrier,4.67
Sathonay-Village,Cadre,13.71
Sathonay-Village,Profession,5.43
Sathonay-Village,Employé,4.35
Sathonay-Village,Ouvrier,5.63
Sérézin-du-Rhône,Cadre,10.8
Sérézin-du-Rhône,Profession,10.3
Sérézin-du-Rhône,Employé,3.57
Sérézin-du-Rhône,Ouvrier,12.56
Solaize,Cadre,13.21
Solaize,Profession,10.61
Solaize,Employé,6.33
Solaize,Ouvrier,6.49
Ternay,Cadre,10.44
Ternay,Profession,23.94
Ternay,Employé,3.51
Ternay,Ouvrier,8.84
Toussieu,Cadre,12.31
Toussieu,Profession,13.84
Toussieu,Employé,9.02
Toussieu,Ouvrier,6.22
Colombier-Saugnieu,Cadre,2.73
Colombier-Saugnieu,Profession,5.65
Colombier-Saugnieu,Employé,8.02
Colombier-Saugnieu,Ouvrier,4.98
Arc-lès-Gray,Cadre,5.18
Arc-lès-Gray,Profession,7.47
Arc-lès-Gray,Employé,4.57
Arc-lès-Gray,Ouvrier,10.34
Champagney,Cadre,12.08
Champagney,Profession,9.79
Champagney,Employé,3.92
Champagney,Ouvrier,10.5
Échenoz-la-Méline,Cadre,14.35
Échenoz-la-Méline,Profession,9.41
Échenoz-la-Méline,Employé,2.97
Échenoz-la-Méline,Ouvrier,3.29
Fougerolles-Saint-Valbert,Cadre,14.8
Fougerolles-Saint-Valbert,Profession,8.3
Fougerolles-Saint-Valbert,Employé,3.92
Fougerolles-Saint-Valbert,Ouvrier,5.77
Gray,Cadre,12.59
Gray,Profession,7.17
Gray,Employé,.53
Gray,Ouvrier,9.09
Héricourt,Cadre,9.79
Héricourt,Profession,8.9
Héricourt,Employé,6.34
Héricourt,Ouvrier,7.62
Lure,Cadre,2.13
Lure,Profession,7.58
Lure,Employé,3.55
Lure,Ouvrier,7.32
Luxeuil-les-Bains,Cadre,9.76
Luxeuil-les-Bains,Profession,4.69
Luxeuil-les-Bains,Employé,4.08
Luxeuil-les-Bains,Ouvrier,7.29
Port-sur-Saône,Cadre,6.63
Port-sur-Saône,Profession,5.54
Port-sur-Saône,Employé,4.0
Port-sur-Saône,Ouvrier,8.46
Rioz,Cadre,7.04
Rioz,Profession,4.93
Rioz,Employé,8.52
Rioz,Ouvrier,4.19
Ronchamp,Cadre,7.05
Ronchamp,Profession,9.68
Ronchamp,Employé,8.21
Ronchamp,Ouvrier,5.78
Saint-Loup-sur-Semouse,Cadre,4.96
Saint-Loup-sur-Semouse,Profession,5.6
Saint-Loup-sur-Semouse,Employé,5.53
Saint-Loup-sur-Semouse,Ouvrier,7.29
Vaivre-et-Montoille,Cadre,15.76
Vaivre-et-Montoille,Profession,9.22
Vaivre-et-Montoille,Employé,.99
Vaivre-et-Montoille,Ouvrier,4.67
Vesoul,Cadre,5.21
Vesoul,Profession,3.85
Vesoul,Employé,3.48
Vesoul,Ouvrier,7.53
Autun,Cadre,17.8
Autun,Profession,7.69
Autun,Employé,2.06
Autun,Ouvrier,7.61
Blanzy,Cadre,13.71
Blanzy,Profession,7.47
Blanzy,Employé,1.46
Blanzy,Ouvrier,11.96
Bourbon-Lancy,Cadre,2.0
Bourbon-Lancy,Profession,7.07
Bourbon-Lancy,Employé,2.54
Bourbon-Lancy,Ouvrier,10.13
Branges,Cadre,6.17
Branges,Profession,3.76
Branges,Employé,3.52
Branges,Ouvrier,5.66
Le Breuil,Cadre,9.82
Le Breuil,Profession,9.7
Le Breuil,Employé,7.34
Le Breuil,Ouvrier,20.2
Buxy,Cadre,21.96
Buxy,Profession,.35
Buxy,Employé,3.77
Buxy,Ouvrier,10.99
Chagny,Cadre,11.92
Chagny,Profession,8.42
Chagny,Employé,3.41
Chagny,Ouvrier,7.18
Chalon-sur-Saône,Cadre,10.8
Chalon-sur-Saône,Profession,6.23
Chalon-sur-Saône,Employé,2.49
Chalon-sur-Saône,Ouvrier,8.25
Champforgeuil,Cadre,20.31
Champforgeuil,Profession,11.56
Champforgeuil,Employé,4.39
Champforgeuil,Ouvrier,9.09
La Chapelle-de-Guinchay,Cadre,11.9
La Chapelle-de-Guinchay,Profession,9.82
La Chapelle-de-Guinchay,Employé,6.91
La Chapelle-de-Guinchay,Ouvrier,8.57
Charnay-lès-Mâcon,Cadre,17.17
Charnay-lès-Mâcon,Profession,5.34
Charnay-lès-Mâcon,Employé,3.67
Charnay-lès-Mâcon,Ouvrier,10.78
Charolles,Cadre,14.43
Charolles,Profession,.38
Charolles,Employé,10.38
Charolles,Ouvrier,7.45
Châtenoy-le-Royal,Cadre,18.26
Châtenoy-le-Royal,Profession,9.03
Châtenoy-le-Royal,Employé,3.38
Châtenoy-le-Royal,Ouvrier,7.62
Chauffailles,Cadre,10.4
Chauffailles,Profession,7.47
Chauffailles,Employé,4.48
Chauffailles,Ouvrier,11.11
Ciry-le-Noble,Cadre,12.38
Ciry-le-Noble,Profession,12.64
Ciry-le-Noble,Employé,6.6
Ciry-le-Noble,Ouvrier,8.06
Cluny,Cadre,16.41
Cluny,Profession,4.76
Cluny,Employé,6.34
Cluny,Ouvrier,6.53
Crêches-sur-Saône,Cadre,19.61
Crêches-sur-Saône,Profession,10.34
Crêches-sur-Saône,Employé,4.67
Crêches-sur-Saône,Ouvrier,8.49
Le Creusot,Cadre,8.29
Le Creusot,Profession,5.8
Le Creusot,Employé,2.54
Le Creusot,Ouvrier,14.29
Crissey,Cadre,17.89
Crissey,Profession,9.63
Crissey,Employé,10.5
Crissey,Ouvrier,6.6
Digoin,Cadre,9.66
Digoin,Profession,12.73
Digoin,Employé,3.66
Digoin,Ouvrier,8.29
Épinac,Cadre,6.67
Épinac,Profession,2.99
Épinac,Employé,3.92
Épinac,Ouvrier,8.46
Gergy,Cadre,23.9
Gergy,Profession,9.66
Gergy,Employé,10.5
Gergy,Ouvrier,10.14
Givry,Cadre,15.33
Givry,Profession,6.88
Givry,Employé,5.12
Givry,Ouvrier,4.46
Gueugnon,Cadre,13.24
Gueugnon,Profession,15.02
Gueugnon,Employé,7.0
Gueugnon,Ouvrier,16.88
Louhans,Cadre,18.01
Louhans,Profession,9.16
Louhans,Employé,6.28
Louhans,Ouvrier,3.88
Mâcon,Cadre,9.91
Mâcon,Profession,3.37
Mâcon,Employé,2.94
Mâcon,Ouvrier,7.14
Montceau-les-Mines,Cadre,7.33
Montceau-les-Mines,Profession,4.55
Montceau-les-Mines,Employé,4.95
Montceau-les-Mines,Ouvrier,12.44
Montcenis,Cadre,12.94
Montcenis,Profession,7.12
Montcenis,Employé,4.27
Montcenis,Ouvrier,17.65
Montchanin,Cadre,5.09
Montchanin,Profession,10.64
Montchanin,Employé,7.77
Montchanin,Ouvrier,12.62
Ouroux-sur-Saône,Cadre,5.19
Ouroux-sur-Saône,Profession,10.04
Ouroux-sur-Saône,Employé,5.31
Ouroux-sur-Saône,Ouvrier,9.0
Paray-le-Monial,Cadre,16.44
Paray-le-Monial,Profession,6.83
Paray-le-Monial,Employé,5.42
Paray-le-Monial,Ouvrier,13.97
Prissé,Cadre,8.56
Prissé,Profession,12.11
Prissé,Employé,5.02
Prissé,Ouvrier,5.07
Saint-Germain-du-Plain,Cadre,7.02
Saint-Germain-du-Plain,Profession,8.97
Saint-Germain-du-Plain,Employé,6.6
Saint-Germain-du-Plain,Ouvrier,7.41
Saint-Rémy,Cadre,11.91
Saint-Rémy,Profession,8.33
Saint-Rémy,Employé,7.41
Saint-Rémy,Ouvrier,8.29
Sanvignes-les-Mines,Cadre,11.0
Sanvignes-les-Mines,Profession,12.5
Sanvignes-les-Mines,Employé,1.48
Sanvignes-les-Mines,Ouvrier,9.52
Sennecey-le-Grand,Cadre,21.43
Sennecey-le-Grand,Profession,8.33
Sennecey-le-Grand,Employé,1.03
Sennecey-le-Grand,Ouvrier,4.76
Sornay,Cadre,11.69
Sornay,Profession,7.12
Sornay,Employé,9.86
Sornay,Ouvrier,6.22
Torcy,Cadre,8.8
Torcy,Profession,4.09
Torcy,Employé,2.82
Torcy,Ouvrier,11.53
Tournus,Cadre,.58
Tournus,Profession,7.69
Tournus,Employé,4.43
Tournus,Ouvrier,2.83
Varennes-le-Grand,Cadre,13.89
Varennes-le-Grand,Profession,10.49
Varennes-le-Grand,Employé,2.02
Varennes-le-Grand,Ouvrier,7.76
Arnage,Cadre,15.51
Arnage,Profession,8.77
Arnage,Employé,6.67
Arnage,Ouvrier,6.91
Aubigné-Racan,Cadre,2.34
Aubigné-Racan,Profession,5.11
Aubigné-Racan,Employé,5.53
Aubigné-Racan,Ouvrier,3.88
Ballon-Saint Mars,Cadre,6.63
Ballon-Saint Mars,Profession,10.32
Ballon-Saint Mars,Employé,2.46
Ballon-Saint Mars,Ouvrier,11.68
La Bazoge,Cadre,12.18
La Bazoge,Profession,7.69
La Bazoge,Employé,5.16
La Bazoge,Ouvrier,7.21
Bazouges Cré sur Loir,Cadre,8.42
Bazouges Cré sur Loir,Profession,4.53
Bazouges Cré sur Loir,Employé,5.15
Bazouges Cré sur Loir,Ouvrier,6.28
Bessé-sur-Braye,Cadre,18.75
Bessé-sur-Braye,Profession,12.62
Bessé-sur-Braye,Employé,4.35
Bessé-sur-Braye,Ouvrier,14.41
Bonnétable,Cadre,14.43
Bonnétable,Profession,3.76
Bonnétable,Employé,4.57
Bonnétable,Ouvrier,6.86
Bouloire,Cadre,5.46
Bouloire,Profession,11.9
Bouloire,Employé,2.94
Bouloire,Ouvrier,5.77
Brette-les-Pins,Cadre,12.37
Brette-les-Pins,Profession,9.03
Brette-les-Pins,Employé,5.16
Brette-les-Pins,Ouvrier,7.27
Cérans-Foulletourte,Cadre,9.97
Cérans-Foulletourte,Profession,9.79
Cérans-Foulletourte,Employé,3.77
Cérans-Foulletourte,Ouvrier,7.76
Champagné,Cadre,13.0
Champagné,Profession,7.04
Champagné,Employé,2.0
Champagné,Ouvrier,7.83
La Chapelle-Saint-Aubin,Cadre,13.7
La Chapelle-Saint-Aubin,Profession,3.78
La Chapelle-Saint-Aubin,Employé,1.36
La Chapelle-Saint-Aubin,Ouvrier,13.3
Montval-sur-Loir,Cadre,12.85
Montval-sur-Loir,Profession,6.57
Montval-sur-Loir,Employé,4.81
Montval-sur-Loir,Ouvrier,9.74
Cherré-Au,Cadre,18.22
Cherré-Au,Profession,5.44
Cherré-Au,Employé,1.87
Cherré-Au,Ouvrier,6.73
Connerré,Cadre,15.23
Connerré,Profession,10.04
Connerré,Employé,.96
Connerré,Ouvrier,5.16
Coulaines,Cadre,9.21
Coulaines,Profession,7.64
Coulaines,Employé,2.91
Coulaines,Ouvrier,12.36
Écommoy,Cadre,18.02
Écommoy,Profession,10.64
Écommoy,Employé,4.43
Écommoy,Ouvrier,8.13
La Ferté-Bernard,Cadre,19.41
La Ferté-Bernard,Profession,1.82
La Ferté-Bernard,Employé,2.02
La Ferté-Bernard,Ouvrier,5.88
Villeneuve-en-Perseigne,Cadre,6.19
Villeneuve-en-Perseigne,Profession,8.45
Villeneuve-en-Perseigne,Employé,6.22
Villeneuve-en-Perseigne,Ouvrier,4.85
Fresnay-sur-Sarthe,Cadre,22.75
Fresnay-sur-Sarthe,Profession,10.94
Fresnay-sur-Sarthe,Employé,2.59
Fresnay-sur-Sarthe,Ouvrier,1.89
Guécélard,Cadre,11.98
Guécélard,Profession,8.05
Guécélard,Employé,7.76
Guécélard,Ouvrier,7.02
La Flèche,Cadre,16.55
La Flèche,Profession,6.81
La Flèche,Employé,5.83
La Flèche,Ouvrier,10.2
Laigné-en-Belin,Cadre,15.58
Laigné-en-Belin,Profession,5.67
Laigné-en-Belin,Employé,8.04
Laigné-en-Belin,Ouvrier,9.17
Loué,Cadre,25.19
Loué,Profession,3.55
Loué,Employé,5.07
Loué,Ouvrier,2.75
Le Lude,Cadre,24.54
Le Lude,Profession,9.3
Le Lude,Employé,1.57
Le Lude,Ouvrier,1.87
Mamers,Cadre,12.88
Mamers,Profession,12.18
Mamers,Employé,5.21
Mamers,Ouvrier,3.88
Le Mans,Cadre,11.45
Le Mans,Profession,5.0
Le Mans,Employé,2.86
Le Mans,Ouvrier,8.91
Marolles-les-Braults,Cadre,32.34
Marolles-les-Braults,Profession,14.08
Marolles-les-Braults,Employé,5.0
Marolles-les-Braults,Ouvrier,7.85
Mayet,Cadre,16.76
Mayet,Profession,6.47
Mayet,Employé,7.55
Mayet,Ouvrier,8.82
La Milesse,Cadre,18.45
La Milesse,Profession,11.11
La Milesse,Employé,11.96
La Milesse,Ouvrier,10.09
Moncé-en-Belin,Cadre,18.72
Moncé-en-Belin,Profession,4.17
Moncé-en-Belin,Employé,3.23
Moncé-en-Belin,Ouvrier,6.91
Mulsanne,Cadre,8.25
Mulsanne,Profession,7.9
Mulsanne,Employé,4.72
Mulsanne,Ouvrier,7.76
Neuville-sur-Sarthe,Cadre,11.66
Neuville-sur-Sarthe,Profession,.36
Neuville-sur-Sarthe,Employé,1.83
Neuville-sur-Sarthe,Ouvrier,9.59
Noyen-sur-Sarthe,Cadre,14.97
Noyen-sur-Sarthe,Profession,3.27
Noyen-sur-Sarthe,Employé,11.71
Noyen-sur-Sarthe,Ouvrier,.46
Parcé-sur-Sarthe,Cadre,12.6
Parcé-sur-Sarthe,Profession,7.17
Parcé-sur-Sarthe,Employé,2.06
Parcé-sur-Sarthe,Ouvrier,2.68
Parigné-l'Évêque,Cadre,9.51
Parigné-l'Évêque,Profession,7.85
Parigné-l'Évêque,Employé,4.67
Parigné-l'Évêque,Ouvrier,10.8
Montfort-le-Gesnois,Cadre,9.05
Montfort-le-Gesnois,Profession,8.24
Montfort-le-Gesnois,Employé,1.49
Montfort-le-Gesnois,Ouvrier,6.91
Précigné,Cadre,17.67
Précigné,Profession,13.77
Précigné,Employé,9.82
Précigné,Ouvrier,4.15
Roézé-sur-Sarthe,Cadre,15.24
Roézé-sur-Sarthe,Profession,8.9
Roézé-sur-Sarthe,Employé,7.04
Roézé-sur-Sarthe,Ouvrier,6.25
Rouillon,Cadre,9.56
Rouillon,Profession,5.84
Rouillon,Employé,5.58
Rouillon,Ouvrier,5.58
Ruaudin,Cadre,18.83
Ruaudin,Profession,9.7
Ruaudin,Employé,3.17
Ruaudin,Ouvrier,10.28
Loir en Vallée,Cadre,14.03
Loir en Vallée,Profession,9.9
Loir en Vallée,Employé,2.49
Loir en Vallée,Ouvrier,10.0
Sablé-sur-Sarthe,Cadre,20.09
Sablé-sur-Sarthe,Profession,6.37
Sablé-sur-Sarthe,Employé,4.39
Sablé-sur-Sarthe,Ouvrier,3.85
Saint-Calais,Cadre,20.6
Saint-Calais,Profession,10.03
Saint-Calais,Employé,4.43
Saint-Calais,Ouvrier,11.58
Saint-Georges-du-Bois,Cadre,11.49
Saint-Georges-du-Bois,Profession,8.28
Saint-Georges-du-Bois,Employé,4.55
Saint-Georges-du-Bois,Ouvrier,9.57
Saint-Gervais-en-Belin,Cadre,12.47
Saint-Gervais-en-Belin,Profession,7.09
Saint-Gervais-en-Belin,Employé,5.41
Saint-Gervais-en-Belin,Ouvrier,8.11
Sainte-Jamme-sur-Sarthe,Cadre,11.94
Sainte-Jamme-sur-Sarthe,Profession,11.61
Sainte-Jamme-sur-Sarthe,Employé,5.31
Sainte-Jamme-sur-Sarthe,Ouvrier,8.13
Saint-Mars-d'Outillé,Cadre,15.9
Saint-Mars-d'Outillé,Profession,4.83
Saint-Mars-d'Outillé,Employé,2.44
Saint-Mars-d'Outillé,Ouvrier,8.49
Saint-Mars-la-Brière,Cadre,14.8
Saint-Mars-la-Brière,Profession,8.16
Saint-Mars-la-Brière,Employé,3.74
Saint-Mars-la-Brière,Ouvrier,4.93
Saint-Paterne - Le Chevain,Cadre,2.13
Saint-Paterne - Le Chevain,Profession,6.67
Saint-Paterne - Le Chevain,Employé,1.96
Saint-Paterne - Le Chevain,Ouvrier,7.84
Saint-Saturnin,Cadre,12.21
Saint-Saturnin,Profession,2.63
Saint-Saturnin,Employé,11.49
Saint-Saturnin,Ouvrier,7.76
Sargé-lès-le-Mans,Cadre,14.29
Sargé-lès-le-Mans,Profession,8.25
Sargé-lès-le-Mans,Employé,5.22
Sargé-lès-le-Mans,Ouvrier,7.76
Savigné-l'Évêque,Cadre,17.24
Savigné-l'Évêque,Profession,6.53
Savigné-l'Évêque,Employé,2.35
Savigné-l'Évêque,Ouvrier,8.26
Sillé-le-Guillaume,Cadre,17.28
Sillé-le-Guillaume,Profession,6.67
Sillé-le-Guillaume,Employé,6.86
Sillé-le-Guillaume,Ouvrier,.45
Spay,Cadre,7.73
Spay,Profession,10.44
Spay,Employé,4.5
Spay,Ouvrier,8.94
La Suze-sur-Sarthe,Cadre,17.38
La Suze-sur-Sarthe,Profession,4.26
La Suze-sur-Sarthe,Employé,4.43
La Suze-sur-Sarthe,Ouvrier,6.98
Teloché,Cadre,6.99
Teloché,Profession,8.33
Teloché,Employé,4.11
Teloché,Ouvrier,11.0
Vibraye,Cadre,1.86
Vibraye,Profession,6.91
Vibraye,Employé,2.46
Vibraye,Ouvrier,3.64
Yvré-l'Évêque,Cadre,18.4
Yvré-l'Évêque,Profession,4.41
Yvré-l'Évêque,Employé,7.56
Yvré-l'Évêque,Ouvrier,11.43
Grand-Aigueblanche,Cadre,12.84
Grand-Aigueblanche,Profession,17.31
Grand-Aigueblanche,Employé,2.2
Grand-Aigueblanche,Ouvrier,13.08
Aime-la-Plagne,Cadre,13.49
Aime-la-Plagne,Profession,9.09
Aime-la-Plagne,Employé,4.04
Aime-la-Plagne,Ouvrier,5.88
Aix-les-Bains,Cadre,12.32
Aix-les-Bains,Profession,5.96
Aix-les-Bains,Employé,3.77
Aix-les-Bains,Ouvrier,9.27
Entrelacs,Cadre,6.09
Entrelacs,Profession,4.83
Entrelacs,Employé,5.36
Entrelacs,Ouvrier,5.22
Albertville,Cadre,10.9
Albertville,Profession,7.53
Albertville,Employé,4.39
Albertville,Ouvrier,17.14
Barberaz,Cadre,15.02
Barberaz,Profession,9.03
Barberaz,Employé,2.83
Barberaz,Ouvrier,14.71
Barby,Cadre,7.62
Barby,Profession,5.8
Barby,Employé,7.11
Barby,Ouvrier,14.87
La Bâthie,Cadre,5.97
La Bâthie,Profession,13.44
La Bâthie,Employé,9.35
La Bâthie,Ouvrier,18.1
Beaufort,Cadre,6.19
Beaufort,Profession,10.03
Beaufort,Employé,2.28
Beaufort,Ouvrier,8.04
La Biolle,Cadre,23.18
La Biolle,Profession,8.24
La Biolle,Employé,13.56
La Biolle,Ouvrier,8.3
Le Bourget-du-Lac,Cadre,14.58
Le Bourget-du-Lac,Profession,3.81
Le Bourget-du-Lac,Employé,4.98
Le Bourget-du-Lac,Ouvrier,9.91
Bourg-Saint-Maurice,Cadre,13.19
Bourg-Saint-Maurice,Profession,10.0
Bourg-Saint-Maurice,Employé,3.2
Bourg-Saint-Maurice,Ouvrier,9.4
Brison-Saint-Innocent,Cadre,13.9
Brison-Saint-Innocent,Profession,8.85
Brison-Saint-Innocent,Employé,4.04
Brison-Saint-Innocent,Ouvrier,.88
Challes-les-Eaux,Cadre,11.79
Challes-les-Eaux,Profession,6.99
Challes-les-Eaux,Employé,3.2
Challes-les-Eaux,Ouvrier,11.0
Chambéry,Cadre,11.01
Chambéry,Profession,6.18
Chambéry,Employé,2.39
Chambéry,Ouvrier,11.56
Cognin,Cadre,16.94
Cognin,Profession,6.43
Cognin,Employé,6.36
Cognin,Ouvrier,15.0
Drumettaz-Clarafond,Cadre,12.24
Drumettaz-Clarafond,Profession,6.04
Drumettaz-Clarafond,Employé,7.89
Drumettaz-Clarafond,Ouvrier,10.9
Gilly-sur-Isère,Cadre,19.84
Gilly-sur-Isère,Profession,8.0
Gilly-sur-Isère,Employé,4.98
Gilly-sur-Isère,Ouvrier,16.13
Grésy-sur-Aix,Cadre,11.26
Grésy-sur-Aix,Profession,8.28
Grésy-sur-Aix,Employé,3.64
Grésy-sur-Aix,Ouvrier,4.76
Grignon,Cadre,12.86
Grignon,Profession,10.34
Grignon,Employé,8.49
Grignon,Ouvrier,14.29
Jacob-Bellecombette,Cadre,5.12
Jacob-Bellecombette,Profession,4.86
Jacob-Bellecombette,Employé,1.37
Jacob-Bellecombette,Ouvrier,9.59
La Plagne Tarentaise,Cadre,19.56
La Plagne Tarentaise,Profession,7.25
La Plagne Tarentaise,Employé,2.63
La Plagne Tarentaise,Ouvrier,6.38
Porte-de-Savoie,Cadre,9.75
Porte-de-Savoie,Profession,7.38
Porte-de-Savoie,Employé,3.51
Porte-de-Savoie,Ouvrier,4.35
Mercury,Cadre,15.34
Mercury,Profession,7.28
Mercury,Employé,14.4
Mercury,Ouvrier,10.46
Modane,Cadre,15.08
Modane,Profession,8.31
Modane,Employé,6.73
Modane,Ouvrier,12.73
Montmélian,Cadre,16.28
Montmélian,Profession,9.09
Montmélian,Employé,.0
Montmélian,Ouvrier,8.76
La Motte-Servolex,Cadre,16.38
La Motte-Servolex,Profession,4.29
La Motte-Servolex,Employé,4.93
La Motte-Servolex,Ouvrier,10.48
Moûtiers,Cadre,17.47
Moûtiers,Profession,13.31
Moûtiers,Employé,3.77
Moûtiers,Ouvrier,13.88
Mouxy,Cadre,10.98
Mouxy,Profession,8.31
Mouxy,Employé,4.07
Mouxy,Ouvrier,4.8
La Léchère,Cadre,2.48
La Léchère,Profession,12.0
La Léchère,Employé,4.31
La Léchère,Ouvrier,15.42
Novalaise,Cadre,15.65
Novalaise,Profession,11.03
Novalaise,Employé,6.03
Novalaise,Ouvrier,2.68
La Ravoire,Cadre,12.73
La Ravoire,Profession,9.34
La Ravoire,Employé,3.26
La Ravoire,Ouvrier,11.65
Valgelon-La Rochette,Cadre,12.45
Valgelon-La Rochette,Profession,7.17
